CASE_STATUS,SOC_CODE,SOC_NAME,EMPLOYER_STATE,YEAR
CERTIFIED,472081,Drywall and Ceiling Tile Installers,GA,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,453011,Fishers and Related Fishing Workers,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,352013,"Cooks, Private Household",FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,399031,Fitness Trainers and Aerobics Instructors,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,453011,Fishers and Related Fishing Workers,FL,2011
CERTIFIED,453011,Fishers and Related Fishing Workers,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,399021,Personal and Home Care Aides,FL,2011
CERTIFIED,311011,Home Health Aides,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,392011,Animal Trainers,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,493031,Bus and Truck Mechanics and Diesel Engine Specialists,FL,2011
CERTIFIED,412031,Retail Salespersons,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,319011,Massage Therapists,FL,2011
CERTIFIED,353041,"Food Servers, Nonrestaurant",FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,392011,Animal Trainers,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,359031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,537063,Machine Feeders and Offbearers,FL,2011
CERTIFIED,351012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,353011,Bartenders,FL,2011
CERTIFIED,339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,351011,Chefs and Head Cooks,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,352021,Food Preparation Workers,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,351012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,434181,Reservation and Transportation Ticket Agents and Travel Clerks,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,353041,"Food Servers, Nonrestaurant",FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,472061,Construction Laborers,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,353041,"Food Servers, Nonrestaurant",FL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,FL,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,352013,"Cooks, Private Household",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,272011,Actors,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,FL,2011
CERTIFIED,493011,Aircraft Mechanics and Service Technicians,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,499098,"Helpers--Installation, Maintenance, and Repair Workers",FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,352014,"Cooks, Restaurant",FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,FL,2011
CERTIFIED,353031,Waiters and Waitresses,FL,2011
CERTIFIED,473011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",AL,2011
CERTIFIED,519198,Helpers--Production Workers,AL,2011
CERTIFIED,454011,Forest and Conservation Workers,AL,2011
CERTIFIED,472181,Roofers,AL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,AL,2011
CERTIFIED,519198,Helpers--Production Workers,AL,2011
CERTIFIED,473012,Helpers--Carpenters,AL,2011
CERTIFIED,473012,Helpers--Carpenters,AL,2011
CERTIFIED,519198,Helpers--Production Workers,AL,2011
CERTIFIED,519198,Helpers--Production Workers,AL,2011
CERTIFIED,537063,Machine Feeders and Offbearers,AL,2011
CERTIFIED,393091,Amusement and Recreation Attendants,AL,2011
CERTIFIED,353041,"Food Servers, Nonrestaurant",AL,2011
CERTIFIED,352014,"Cooks, Restaurant",AL,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,AL,2011
CERTIFIED,396011,Baggage Porters and Bellhops,AL,2011
CERTIFIED,472051,Cement Masons and Concrete Finishers,AL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,AL,2011
CERTIFIED,474031,Fence Erectors,AL,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,TN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,TN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,TN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,TN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,TN,2011
CERTIFIED,454011,Forest and Conservation Workers,TN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,TN,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,TN,2011
CERTIFIED,472171,Reinforcing Iron and Rebar Workers,TN,2011
CERTIFIED,516021,"Pressers, Textile, Garment, and Related Materials",TN,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,TN,2011
CERTIFIED,519198,Helpers--Production Workers,TN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MS,2011
CERTIFIED,473012,Helpers--Carpenters,MS,2011
CERTIFIED,472152,"Plumbers, Pipefitters, and Steamfitters",MS,2011
CERTIFIED,537064,"Packers and Packagers, Hand",MS,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,454011,Forest and Conservation Workers,MS,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MS,2011
CERTIFIED,453011,Fishers and Related Fishing Workers,MS,2011
CERTIFIED,435081,Stock Clerks and Order Fillers,MS,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MS,2011
CERTIFIED,493053,Outdoor Power Equipment and Other Small Engine Mechanics,MS,2011
CERTIFIED,454011,Forest and Conservation Workers,MS,2011
CERTIFIED,474051,Highway Maintenance Workers,MS,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MS,2011
CERTIFIED,454011,Forest and Conservation Workers,MS,2011
CERTIFIED,373013,Tree Trimmers and Pruners,MS,2011
CERTIFIED,392011,Animal Trainers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392011,Animal Trainers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392011,Animal Trainers,KY,2011
CERTIFIED,519199,"Production Workers, All Other",KY,2011
CERTIFIED,519198,Helpers--Production Workers,KY,2011
CERTIFIED,537063,Machine Feeders and Offbearers,KY,2011
CERTIFIED,519198,Helpers--Production Workers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,519198,Helpers--Production Workers,KY,2011
CERTIFIED,473012,Helpers--Carpenters,KY,2011
CERTIFIED,537063,Machine Feeders and Offbearers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",KY,2011
CERTIFIED,519198,Helpers--Production Workers,KY,2011
CERTIFIED,519198,Helpers--Production Workers,KY,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,KY,2011
CERTIFIED,537063,Machine Feeders and Offbearers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392011,Animal Trainers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,393091,Amusement and Recreation Attendants,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,514191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",KY,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,472022,Stonemasons,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,KY,2011
CERTIFIED,537064,"Packers and Packagers, Hand",KY,2011
CERTIFIED,393091,Amusement and Recreation Attendants,KY,2011
CERTIFIED,472051,Cement Masons and Concrete Finishers,KY,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,393091,Amusement and Recreation Attendants,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,472181,Roofers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,392011,Animal Trainers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,393091,Amusement and Recreation Attendants,OH,2011
CERTIFIED,473012,Helpers--Carpenters,OH,2011
CERTIFIED,516031,Sewing Machine Operators,OH,2011
CERTIFIED,399011,Child Care Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,OH,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,IN,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,IN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,IN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,IN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,IN,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,IN,2011
CERTIFIED,352014,"Cooks, Restaurant",IN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,IN,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,IN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,IN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,IN,2011
CERTIFIED,272022,Coaches and Scouts,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,472042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",MI,2011
CERTIFIED,392011,Animal Trainers,MI,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,MI,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,472031,Carpenters,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,272022,Coaches and Scouts,MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,MI,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,352014,"Cooks, Restaurant",MI,2011
CERTIFIED,516011,Laundry and Dry-Cleaning Workers,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,352014,"Cooks, Restaurant",MI,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MI,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,MI,2011
CERTIFIED,352014,"Cooks, Restaurant",MI,2011
CERTIFIED,352021,Food Preparation Workers,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,352021,Food Preparation Workers,MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,396011,Baggage Porters and Bellhops,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,412011,Cashiers,MI,2011
CERTIFIED,352014,"Cooks, Restaurant",MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,353031,Waiters and Waitresses,MI,2011
CERTIFIED,434081,"Hotel, Motel, and Resort Desk Clerks",MI,2011
CERTIFIED,351011,Chefs and Head Cooks,MI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,396011,Baggage Porters and Bellhops,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,353031,Waiters and Waitresses,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,352013,"Cooks, Private Household",MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,359021,Dishwashers,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,353031,Waiters and Waitresses,MI,2011
CERTIFIED,392021,Nonfarm Animal Caretakers,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,MI,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,IA,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,IA,2011
CERTIFIED,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,IA,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,IA,2011
CERTIFIED,373013,Tree Trimmers and Pruners,WI,2011
CERTIFIED,412031,Retail Salespersons,WI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,WI,2011
CERTIFIED,271023,Floral Designers,WI,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MN,2011
CERTIFIED,353022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",MN,2011
CERTIFIED,393091,Amusement and Recreation Attendants,MN,2011
CERTIFIED,519061,"Inspectors, Testers, Sorters, Samplers, and Weighers",MN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,MN,2011
CERTIFIED,533032,"Truck Drivers, Heavy and Tractor-Trailer",MN,2011
CERTIFIED,454021,Fallers,MN,2011
CERTIFIED,272022,Coaches and Scouts,MN,2011
CERTIFIED,519061,"Inspectors, Testers, Sorters, Samplers, and Weighers",MN,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,SD,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,SD,2011
CERTIFIED,472181,Roofers,SD,2011
CERTIFIED,473012,Helpers--Carpenters,SD,2011
CERTIFIED,519198,Helpers--Production Workers,SD,2011
CERTIFIED,472211,Sheet Metal Workers,SD,2011
CERTIFIED,519023,"Mixing and Blending Machine Setters, Operators, and Tenders",SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,SD,2011
CERTIFIED,537011,Conveyor Operators and Tenders,SD,2011
CERTIFIED,434171,Receptionists and Information Clerks,SD,2011
CERTIFIED,537011,Conveyor Operators and Tenders,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,533032,"Truck Drivers, Heavy and Tractor-Trailer",SD,2011
CERTIFIED,373011,Landscaping and Groundskeeping Workers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,359021,Dishwashers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,352021,Food Preparation Workers,SD,2011
CERTIFIED,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,352011,"Cooks, Fast Food",SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,352021,Food Preparation Workers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",SD,2011
CERTIFIED,434081,"Hotel, Motel, and Resort Desk Clerks",SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,352014,"Cooks, Restaurant",SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,435081,Stock Clerks and Order Fillers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,359099,"Food Preparation and Serving Related Workers, All Other",SD,2011
CERTIFIED,211093,Social and Human Service Assistants,SD,2011
CERTIFIED,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,372012,Maids and Housekeeping Cleaners,SD,2011
CERTIFIED,519198,Helpers--Production Workers,ND,2011
CERTIFIED,533032,"Truck Drivers, Heavy and Tractor-Trailer",ND,2011
CERTIFIED,537063,Machine Feeders and Offbearers,ND,2011
CERTIFIED,519199,"Production Workers, All Other",ND,2011
CERTIFIED,533032,"Truck Drivers, Heavy and Tractor-Trailer",ND,2011
CERTIFIED,533032,"Truck Drivers, Heavy and Tractor-Trailer",ND,2011
CERTIFIED,352014,"Cooks, Restaurant",ND,2011
